Gene to number of 16s copies	STAS	SWHAS104
ZP_04556181	0	0
ZP_04557016	0	0
ZP_04576183	0	0
ZP_04577926	0	0
ZP_04589788	0	0
ZP_04597435	0	0
ZP_04606269	0	0
ZP_04612440	0	0
ZP_04612532	0	0
ZP_04612557	0	0
ZP_04612558	0	0
ZP_04613685	0	0
ZP_04615616	0	0
ZP_04615639	0	0
ZP_04616832	0	0
ZP_04618869	0	0
ZP_04620400	0	0
ZP_04621202	0	0
ZP_04621517	0	0
ZP_04623137	0	0
ZP_04623431	0	0
ZP_04623896	0	0
ZP_04623897	0	0
ZP_04625767	0	0
ZP_04626871	0	0
ZP_04627600	0	0
ZP_04630103	0	0
ZP_04631836	0	0
ZP_04631861	0	0
ZP_04631862	0	0
ZP_04632979	0	0
ZP_04633037	0	0
ZP_04633951	0	0
ZP_04635098	0	0
ZP_04635128	0	0
ZP_04635523	0	0
ZP_04635798	0	0
ZP_04637931	0	0
ZP_04638972	0	0
ZP_04638974	0	0
ZP_04639026	0	0
ZP_04640456	0	0
ZP_04646474	0	0
ZP_04648601	0	0
ZP_04651279	0	0
ZP_04653995	0	0
ZP_04656349	0	0
ZP_04657259	0	0
ZP_04661876	0	0
ZP_04661877	0	0
ZP_04668102	0	0
ZP_04677690	0	0
ZP_04677702	0	0
ZP_04679156	0	0
